timestamp,BTCUSDT,ETHUSDT,XRPUSDT,BNBUSDT,SOLUSDT,TRXUSDT,DOGEUSDT,ADAUSDT
2025-01-01,0.4117951658235806,1.4703524175770442,-0.3954577262661558,1.6859302439796016,0.6069342600986388,1.9316847707908509,1.1468871734816337,0.9255592511724979
2025-01-05,0.8908092025905826,1.9239376554831666,-0.20505309790094017,1.7174243278463261,1.045417761743643,2.644915833948288,1.9166461920810058,2.127570800776739
2025-01-07,0.7118688560722692,1.5047979711831365,-0.5715677128622126,1.4724220754210358,0.7877829181215912,1.5855579313173849,1.4548177096958657,1.4023785159651807
2025-01-08,0.4713344229241604,1.415894540423408,-0.28024291360672376,1.429416360899575,0.6802822582828526,1.3652953971069999,1.378070702419035,1.1006302051113037
2025-01-09,0.15280790630988703,1.2380053913893638,-0.5687087845083796,1.2002697506968436,0.3930790028927896,0.28496011026558316,1.0912792541740357,0.7995935648018931
2025-01-10,0.4288535528671158,1.316738085346147,-0.3708709424232001,1.3681657977932535,0.4556540138436975,0.7359738707916111,1.2647005618451903,0.9832045652742999
2025-01-11,0.4128365503810343,1.342724482452702,0.3009772207273374,1.4439687996517878,0.4650517261110499,0.36886964710763437,1.363259876453331,1.4472137602665829
2025-01-12,0.4058605438272711,1.3171659804219993,0.09570616492219412,1.3709894053123393,0.4746786508727277,-0.4072935686813433,1.292033267945535,1.2493693489048423
2025-01-13,0.4047226407010805,1.1035640500572241,0.14888223230347122,1.268905133468467,0.34540280407305085,-1.5400723160490426,1.3211163443872815,1.0835501120441033
2025-01-14,0.6618633475970487,1.2485875657652445,0.5608538080906731,1.4915357263194626,0.4531326764061149,-1.739357466048914,1.561321012776521,1.459312159522516
2025-01-15,1.1617901642513255,1.6203460991661156,1.9205601331732085,1.8325406343936719,0.8723623285277635,0.06469757605519824,1.9579818609125623,2.016550195839935
2025-01-16,1.09701477479663,1.3842303048103544,2.2127426109348463,1.6915774590177728,0.993386525531716,-0.04018934499736656,1.8384181022076047,2.114049060431872
2025-01-18,1.6772602804161585,1.3836707497111629,2.2830722484391153,1.7224199411493246,2.1584736341890913,0.505222644475968,2.1066286960592664,2.2229346537352765
2025-01-19,1.2677345332169092,1.2312907301990699,1.3939455303973398,1.150530818245256,1.9395757021080766,-0.921239481838912,1.5948473370079783,1.4294219966549153
2025-01-20,1.3856446647438507,1.3446500102940366,1.813064427069123,1.135761178914652,1.7050913204129177,0.08567496026571178,1.5431440900004292,1.5461359659474532
2025-01-21,1.878881220607082,1.4163059779963427,2.0089010193066197,1.3464457399541319,1.8916702907940124,0.7674399471073801,1.7748661944274922,1.520515826346652
